,id,submitter,authors,title,comments,journal-ref,doi,report-no,categories,license,versions,update_date,authors_parsed,publisher,published-print,published-online,reference-count,type,bibtex,subject,publication_type,field_of_study,refined_authors,refined_publication_title,resolved_venue,refined_venue,authors_with_gender,publication_year,journal_name,volume,issue,pages
38378,805.1666,Vlad Sokhan,Vlad P. Sokhan and Nicholas Quirke,Equilibrium Simulation of the Slip Coefficient in Nanoscale Pores,"11 pages, 4 figures, submitted to Phys Rev Lett","Phys. Rev. E 78, 015301(R) (2008)",10.1103/PhysRevE.78.015301,,cond-mat.soft cond-mat.mtrl-sci,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Mon, 12 May 2008 15:19:11 GMT'}]",2008-07-22,"[['Sokhan', 'Vlad P.', ''], ['Quirke', 'Nicholas', '']]",,,,,,,,,Condensed Matter Physics,"Vlad P. Sokhan, Nicholas Quirke",Slip coefficient in nanoscale pore flow,Unknown,Unknown,"Vlad P. Sokhan (male), Nicholas Quirke (male)",2008,Physical Review E,78,1,
65310,902.0359,Jason Haraldsen,"M. Swanson, J.T. Haraldsen, and R.S. Fishman","Critical Anisotropies of a Geometrically-Frustrated Triangular-Lattice
  Antiferromagnet","7 pages, 5 figures, Submitted to Physical Review B",,10.1103/PhysRevB.79.184413,,cond-mat.str-el cond-mat.mtrl-sci,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Mon, 2 Feb 2009 20:48:40 GMT'}]",2015-05-13,"[['Swanson', 'M.', ''], ['Haraldsen', 'J. T.', ''], ['Fishman', 'R. S.', '']]",,,,,,,,,Condensed Matter Physics,"M. Swanson, J. T. Haraldsen, R. S. Fishman",Critical anisotropies of a geometrically frustrated triangular-lattice antiferromagnet,Unknown,Unknown,"M. Swanson (male), J. T. Haraldsen (female), R. S. Fishman (female)",2009,Physical Review B,79,18,
65807,902.114,Paul Frampton,Paul H. Frampton and Shinya Matsuzaki,$T^{'}$ Predictions of PMNS and CKM Angles,Simplified presentation,"Phys.Lett.B679:347-349,2009",10.1016/j.physletb.2009.08.001,,hep-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Fri, 6 Feb 2009 17:09:23 GMT'}, {'version': 'v2', 'created': 'Thu, 9 Jul 2009 22:27:40 GMT'}]",2009-09-28,"[['Frampton', 'Paul H.', ''], ['Matsuzaki', 'Shinya', '']]",,,,,,,,,High Energy Physics,"Paul H. Frampton, Shinya Matsuzaki","<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" altimg=""si1.gif"" overflow=""scroll""><mml:msup><mml:mi>T</mml:mi><mml:mo>′</mml:mo></mml:msup></mml:math> predictions of PMNS and CKM angles",Unknown,Unknown,"Paul H. Frampton (male), Shinya Matsuzaki (male)",2009,Physics Letters B,679,4,347-349
65232,902.0219,J. Q. You,"Xiao-Feng Shi, Yue Yu, J. Q. You, Franco Nori",Topological quantum phase transition in an extended Kitaev spin model,"9 Pages, 4 figures","Phys. Rev. B 79, 134431 (2009)",10.1103/PhysRevB.79.134431,,cond-mat.stat-mech cond-mat.str-el quant-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Mon, 2 Feb 2009 08:27:19 GMT'}, {'version': 'v2', 'created': 'Sun, 8 Feb 2009 13:24:10 GMT'}]",2015-05-13,"[['Shi', 'Xiao-Feng', ''], ['Yu', 'Yue', ''], ['You', 'J. Q.', ''], ['Nori', 'Franco', '']]",,,,,,,,,Quantum Physics,"Xiao-Feng Shi, Yue Yu, J. Q. You, Franco Nori",Topological quantum phase transition in the extended Kitaev spin model,Unknown,Unknown,"Xiao-Feng Shi (male), Yue Yu (female), J. Q. You (female), Franco Nori (male)",2009,Physical Review B,79,13,
45783,807.3549,Gustavo Garcia Rigolin,Gustavo Rigolin,Unity fidelity multiple teleportation using partially entangled states,"4 pages, 3 figures, RevTex4; v2: 6 pages, 7 figures, more results,
  published version","J. Phys. B: At. Mol. Opt. Phys. 42, 235504 (2009)",10.1088/0953-4075/42/23/235504,,quant-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Tue, 22 Jul 2008 20:01:54 GMT'}, {'version': 'v2', 'created': 'Tue, 24 Nov 2009 11:33:49 GMT'}]",2015-05-13,"[['Rigolin', 'Gustavo', '']]",,,,,,,,,Quantum Physics,Gustavo Rigolin,Unity fidelity multiple teleportation using partially entangled states,Unknown,Unknown,Gustavo Rigolin (male),2009,"Journal of Physics B: Atomic, Molecular and Optical Physics",42,23,235504
111790,1004.2188,Bernd Jantzen,"M. Beneke, B. Jantzen and P. Ruiz-Femenia (RWTH Aachen University)","Electroweak non-resonant NLO corrections to e+ e- -> W+ W- b bbar in the
  t tbar resonance region","LaTeX, 33 pages, 6 figures","Nucl.Phys.B840:186-213,2010",10.1016/j.nuclphysb.2010.07.006,"TTK-10-29, SFB/CPP-10-26",hep-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Tue, 13 Apr 2010 13:50:35 GMT'}]",2010-08-24,"[['Beneke', 'M.', '', 'RWTH Aachen University'], ['Jantzen', 'B.', '', 'RWTH Aachen University'], ['Ruiz-Femenia', 'P.', '', 'RWTH Aachen University']]",,,,,,,,,High Energy Physics,"M. Beneke, B. Jantzen, P. Ruiz-Femenía",Electroweak non-resonant NLO corrections to in the resonance region,Unknown,Unknown,"M. Beneke (male), B. Jantzen (None), P. Ruiz-Femenía (male)",2010,Nuclear Physics B,840,1-2,186-213
70177,903.3468,Sven de Rijcke,"I. Chilingarian, S. De Rijcke, P. Buyle","Internal Kinematics and Stellar Populations of the Poststarburst+AGN
  Galaxy SDSS J230743.41+152558.4","accepted for publication by Astrophysical Journal Letters, 9 pages, 4
  figures",,10.1088/0004-637X/697/2/L111,,astro-ph.GA,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Fri, 20 Mar 2009 08:46:08 GMT'}]",2015-05-13,"[['Chilingarian', 'I.', ''], ['De Rijcke', 'S.', ''], ['Buyle', 'P.', '']]",,,,,,,,,Astronomy and Astrophysics,"I. V. Chilingarian, S. De Rijcke, P. Buyle",INTERNAL KINEMATICS AND STELLAR POPULATIONS OF THE POSTSTARBURST GALAXY SDSS J230743.41+152558.4,Unknown,Unknown,"I. V. Chilingarian (None), S. De Rijcke (female), P. Buyle (male)",2009,The Astrophysical Journal,697,2,L111-L115
74287,904.4751,Ian Bernard Whittingham,"Daniel G Cocks, Ian B Whittingham","Laser Intensity Dependence of Photoassociation in Ultracold Metastable
  Helium","14 pages, 7 figures, title altered, text reduced",,10.1103/PhysRevA.80.023417,,physics.atom-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Thu, 30 Apr 2009 06:45:14 GMT'}, {'version': 'v2', 'created': 'Wed, 15 Jul 2009 03:17:48 GMT'}]",2015-05-13,"[['Cocks', 'Daniel G', ''], ['Whittingham', 'Ian B', '']]",,,,,,,,,Mathematics and Computer Science,"Daniel G. Cocks, Ian B. Whittingham",Laser-intensity dependence of photoassociation in ultracold metastable helium,Unknown,Unknown,"Daniel G. Cocks (male), Ian B. Whittingham (male)",2009,Physical Review A,80,2,
35402,804.1713,Pavel Timonin,P.N. Timonin,Nonergodic thermodynamics of disordered ferromagnets and ferroelectrics,"15 pages, 13 figures","EPJB 64, 125 (2008)",10.1140/epjb/e2008-00283-9,,cond-mat.dis-nn,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Thu, 10 Apr 2008 14:06:52 GMT'}]",2015-05-13,"[['Timonin', 'P. N.', '']]",,,,,,,,,Condensed Matter Physics,P. N. Timonin,Nonergodic thermodynamics of disordered ferromagnets and ferroelectrics,Unknown,Unknown,P. N. Timonin (male),2008,The European Physical Journal B,64,1,125-138
91033,910.0698,Jose P. Rodriguez,J.P. Rodriguez and E.J. Oswald,"Comparatively High In-Field Critical Current in Type-II Superconductors
  from Heterogeneous Columnar Pins: A Molecular Dynamics Study","11 pages, 6 figures, to appear in Physica C, in special issue on
  Magnetic Flux Line Pinning",Physica C (2009),10.1016/j.physc.2009.08.008,,cond-mat.supr-con cond-mat.mtrl-sci,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Mon, 5 Oct 2009 09:04:36 GMT'}]",2009-10-06,"[['Rodriguez', 'J. P.', ''], ['Oswald', 'E. J.', '']]",,,,,,,,,Condensed Matter Physics,"J.P. Rodriguez, E.J. Oswald",Comparatively high in-field critical current in type-II superconductors from heterogeneous columnar pins: A molecular dynamics study,Unknown,Unknown,"J.P. Rodriguez (None), E.J. Oswald (male)",2009,Physica C: Superconductivity,469,23-24,2077-2082
20334,711.0388,Francois Molino,"Sylvain B\'enito (INRIA Futurs, MAB), Charles-Henri Bruneau (INRIA
  Futurs, MAB), Thierry Colin (INRIA Futurs, MAB), Cyprien Gay (CRPP, MSC),
  Fran\c{c}ois Molino (CRPP, IGF)",An elasto-visco-plastic model for immortal foams or emulsions,"69 pages, 29 figures",,10.1140/epje/i2007-10284-2,,cond-mat.soft physics.class-ph,,"[{'version': 'v1', 'created': 'Fri, 2 Nov 2007 20:15:51 GMT'}]",2009-11-13,"[['Bénito', 'Sylvain', '', 'INRIA Futurs, MAB'], ['Bruneau', 'Charles-Henri', '', 'INRIA\n  Futurs, MAB'], ['Colin', 'Thierry', '', 'INRIA Futurs, MAB'], ['Gay', 'Cyprien', '', 'CRPP, MSC'], ['Molino', 'François', '', 'CRPP, IGF']]",,,,,,,,,Condensed Matter Physics,"S. Bénito, C. -H. Bruneau, T. Colin, C. Gay, F. Molino",An elasto-visco-plastic model for immortal foams or emulsions,Unknown,Unknown,"S. Bénito (female), C. -H. Bruneau (female), T. Colin (male), C. Gay (female), F. Molino (None)",2008,The European Physical Journal E,25,3,225-251
104266,1002.0726,Alexandre Le Tiec,"Luc Blanchet, Steven Detweiler, Alexandre Le Tiec, Bernard F. Whiting","High-Order Post-Newtonian Fit of the Gravitational Self-Force for
  Circular Orbits in the Schwarzschild Geometry","32 pages, 2 figures; to appear in Phys. Rev. D","Phys.Rev.D81:084033,2010",10.1103/PhysRevD.81.084033,,gr-qc,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Wed, 3 Feb 2010 13:07:16 GMT'}, {'version': 'v2', 'created': 'Mon, 12 Apr 2010 14:19:42 GMT'}]",2010-05-12,"[['Blanchet', 'Luc', ''], ['Detweiler', 'Steven', ''], ['Tiec', 'Alexandre Le', ''], ['Whiting', 'Bernard F.', '']]",,,,,,,,,General Relativity and Quantum Cosmology,"Luc Blanchet, Steven Detweiler, Alexandre Le Tiec, Bernard F. Whiting",High-order post-Newtonian fit of the gravitational self-force for circular orbits in the Schwarzschild geometry,Unknown,Unknown,"Luc Blanchet (male), Steven Detweiler (male), Alexandre Le Tiec (male), Bernard F. Whiting (male)",2010,Physical Review D,81,8,
116666,1005.4656,Sai Vinjanampathy,Sai Vinjanampathy and A. R. P. Rau,Generalized X states of N qubits and their symmetries,"4 pages, 2 figures","Phys. Rev. A 82, 032336 (2010)",10.1103/PhysRevA.82.032336,,quant-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Tue, 25 May 2010 18:52:29 GMT'}]",2011-03-28,"[['Vinjanampathy', 'Sai', ''], ['Rau', 'A. R. P.', '']]",,,,,,,,,Quantum Physics,"Sai Vinjanampathy, A. R. P. Rau","Generalized<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:mi>X</mml:mi></mml:mrow></mml:math>states of<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:mi>N</mml:mi></mml:mrow></mml:math>qubits and their symmetries",Unknown,Unknown,"Sai Vinjanampathy (male), A. R. P. Rau (None)",2010,Physical Review A,82,3,
17097,710.057,Steve Blanchet,Steve Blanchet,Dirac phase leptogenesis,"3 pages, 2 figures, contribution to the proceedings of the TAUP 07
  conference, Sep. 11-15, Sendai, Japan","J.Phys.Conf.Ser.120:022007,2008",10.1088/1742-6596/120/2/022007,,hep-ph,,"[{'version': 'v1', 'created': 'Tue, 2 Oct 2007 16:09:23 GMT'}]",2008-11-26,"[['Blanchet', 'Steve', '']]",,,,,,,,,High Energy Physics,S Blanchet,Dirac phase leptogenesis,Unknown,Unknown,S Blanchet (male),2008,Journal of Physics: Conference Series,120,2,022007
62902,901.1295,Manjari Bagchi,Manjari Bagchi and Alak Ray,"Orbital eccentricity of binary radio pulsars in globular clusters and
  interaction between stars","Accepted for publication in ApJ Letters; version modified after
  referee's comments","Astrophys.J.693:L91-L95,2009",10.1088/0004-637X/693/2/L91,,astro-ph.SR,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Fri, 9 Jan 2009 18:44:20 GMT'}, {'version': 'v2', 'created': 'Thu, 22 Jan 2009 06:24:20 GMT'}]",2011-02-11,"[['Bagchi', 'Manjari', ''], ['Ray', 'Alak', '']]",,,,,,,,,Astronomy and Astrophysics,"Manjari Bagchi, Alak Ray",ORBITAL ECCENTRICITY OF BINARY RADIO PULSARS IN GLOBULAR CLUSTERS AND THE INTERACTION BETWEEN STARS,Unknown,Unknown,"Manjari Bagchi (female), Alak Ray (male)",2009,The Astrophysical Journal,693,2,L91-L95
35640,804.211,Yutaka Matsuo,"Pei-Ming Ho, Ru-Chuen Hou and Yutaka Matsuo",Lie 3-Algebra and Multiple M2-branes,28 pages,"JHEP 0806:020,2008",10.1088/1126-6708/2008/06/020,UT-08-08,hep-th,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Mon, 14 Apr 2008 18:17:17 GMT'}, {'version': 'v2', 'created': 'Wed, 23 Apr 2008 11:54:36 GMT'}]",2009-12-04,"[['Ho', 'Pei-Ming', ''], ['Hou', 'Ru-Chuen', ''], ['Matsuo', 'Yutaka', '']]",,,,,,,,,High Energy Physics,"Pei-Ming Ho, Ru-Chuen Hou, Yutaka Matsuo",Lie 3-algebra and multiple M2-branes,Unknown,Unknown,"Pei-Ming Ho (None), Ru-Chuen Hou (None), Yutaka Matsuo (male)",2008,Journal of High Energy Physics,2008,06,020-020
74601,905.0329,"Simon D. H\""ugelmeyer","S.D. Huegelmeyer, S. Dreizler, D. Homeier, and P. Hauschildt","Spectral synthesis of circumstellar disks - application to white dwarf
  debris disks","4 pages, 4 figures, to appear in: Proceedings of the 16th European
  Workshop on White Dwarfs","J.Phys.Conf.Ser.172:012060,2009",10.1088/1742-6596/172/1/012060,,astro-ph.SR,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Mon, 4 May 2009 09:08:11 GMT'}]",2009-07-22,"[['Huegelmeyer', 'S. D.', ''], ['Dreizler', 'S.', ''], ['Homeier', 'D.', ''], ['Hauschildt', 'P.', '']]",,,,,,,,,Astronomy and Astrophysics,"S D Hügelmeyer, S Dreizler, D Homeier, P Hauschildt",Spectral synthesis of circumstellar disks – application to white dwarf debris disks,Unknown,Unknown,"S D Hügelmeyer (male), S Dreizler (male), D Homeier (male), P Hauschildt (male)",2009,Journal of Physics: Conference Series,172,,012060
31015,802.373,Tridivesh Jena,"Pascal Paschos, Tridivesh Jena, David Tytler, David Kirkman and
  Michael L. Norman","The Lyman-alpha forest at redshifts 0.1 -- 1.6: good agreement between a
  large hydrodynamic simulation and HST spectra",,,10.1111/j.1365-2966.2009.15140.x,,astro-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Tue, 26 Feb 2008 01:46:27 GMT'}]",2015-05-13,"[['Paschos', 'Pascal', ''], ['Jena', 'Tridivesh', ''], ['Tytler', 'David', ''], ['Kirkman', 'David', ''], ['Norman', 'Michael L.', '']]",,,,,,,,,Astronomy and Astrophysics,"Pascal Paschos, Tridivesh Jena, David Tytler, David Kirkman, Michael L. Norman",The Ly�� forest at redshifts 0.1���1.6: good agreement between a large hydrodynamic simulation and<i>HST</i>spectra,Unknown,Unknown,"Pascal Paschos (male), Tridivesh Jena (male), David Tytler (male), David Kirkman (male), Michael L. Norman (male)",2009,Monthly Notices of the Royal Astronomical Society,399,4,1934-1953
120473,1006.5203,Pei Wang,Pei Wang and Stefan Kehrein,"Flow Equation Calculation of Transient and Steady State Currents in the
  Anderson Impurity Model","9 pages, 4 figures","Phys. Rev. B 82, 125124 (2010)",10.1103/PhysRevB.82.125124,,cond-mat.str-el cond-mat.mes-hall,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Sun, 27 Jun 2010 12:27:04 GMT'}, {'version': 'v2', 'created': 'Tue, 29 Jun 2010 14:50:36 GMT'}]",2013-05-29,"[['Wang', 'Pei', ''], ['Kehrein', 'Stefan', '']]",,,,,,,,,Condensed Matter Physics,"P. Wang, S. Kehrein",Flow equation calculation of transient and steady-state currents in the Anderson impurity model,Unknown,Unknown,"P. Wang (male), S. Kehrein (female)",2010,Physical Review B,82,12,
148911,1102.4347,Jernej Kamenik,"Jure Drobnak, Svjetlana Fajfer and Jernej F. Kamenik","Interplay of t --> b W Decay and B_q Meson Mixing in Minimal Flavor
  Violating Models","7 pages, 3 figures, published version",,10.1016/j.physletb.2011.05.052,,hep-ph hep-ex,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Mon, 21 Feb 2011 21:10:15 GMT'}, {'version': 'v2', 'created': 'Wed, 6 Jul 2011 13:03:52 GMT'}]",2011-07-07,"[['Drobnak', 'Jure', ''], ['Fajfer', 'Svjetlana', ''], ['Kamenik', 'Jernej F.', '']]",,,,,,,,,High Energy Physics,"Jure Drobnak, Svjetlana Fajfer, Jernej F. Kamenik","Interplay of <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" altimg=""si1.gif"" overflow=""scroll""><mml:mi>t</mml:mi><mml:mo>→</mml:mo><mml:mi>b</mml:mi><mml:mi>W</mml:mi></mml:math> decay and <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" altimg=""si2.gif"" overflow=""scroll""><mml:msub><mml:mi>B</mml:mi><mml:mrow><mml:mi>d</mml:mi><mml:mo>,</mml:mo><mml:mi>s</mml:mi></mml:mrow></mml:msub><mml:mtext>–</mml:mtext><mml:msub><mml:mover accent=""true""><mml:mi>B</mml:mi><mml:mo>¯</mml:mo></mml:mover><mml:mrow><mml:mi>d</mml:mi><mml:mo>,</mml:mo><mml:mi>s</mml:mi></mml:mrow></mml:msub></mml:math> mixing in Minimal Flavor Violating Models",Unknown,Unknown,"Jure Drobnak (male), Svjetlana Fajfer (female), Jernej F. Kamenik (male)",2011,Physics Letters B,701,2,234-239
103584,1001.5048,Celia Blain,"Celia Blain, Rodolphe Conan, Colin Bradley, Olivier Guyon, Curtis
  Vogel","Characterisation of the influence function non-additivities for a
  1024-actuator MEMS deformable mirror","6 pages, 9 figures, Proceedings of the 1st AO for ELT conference,
  June 2009, Paris",,10.1051/ao4elt/201006009,,astro-ph.IM,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Wed, 27 Jan 2010 21:41:51 GMT'}]",2015-05-18,"[['Blain', 'Celia', ''], ['Conan', 'Rodolphe', ''], ['Bradley', 'Colin', ''], ['Guyon', 'Olivier', ''], ['Vogel', 'Curtis', '']]",,,,,,,,,Astronomy and Astrophysics,"C. Blain, R. Conan, C. Bradley, O. Guyon, C. Vogel",Characterisation of the influence function non-additivities for a 1024-actuator MEMS deformable mirror,Unknown,Unknown,"C. Blain (female), R. Conan (female), C. Bradley (female), O. Guyon (None), C. Vogel (female)",2010,1st AO4ELT conference - Adaptive Optics for Extremely Large Telescopes,,,
122689,1007.2933,Aldo Deandrea,"Giacomo Cacciapaglia, Aldo Deandrea, Daisuke Harada, Yasuhiro Okada",Bounds and Decays of New Heavy Vector-like Top Partners,"32 pages, 2 tables, 10 figures","JHEP 1011:159,2010",10.1007/JHEP11(2010)159,KEK-TH-1371,hep-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Sat, 17 Jul 2010 14:54:00 GMT'}, {'version': 'v2', 'created': 'Mon, 27 Sep 2010 19:28:03 GMT'}]",2010-12-09,"[['Cacciapaglia', 'Giacomo', ''], ['Deandrea', 'Aldo', ''], ['Harada', 'Daisuke', ''], ['Okada', 'Yasuhiro', '']]",,,,,,,,,High Energy Physics,"Giacomo Cacciapaglia, Aldo Deandrea, Daisuke Harada, Yasuhiro Okada",Bounds and decays of new heavy vector-like top partners,Unknown,Unknown,"Giacomo Cacciapaglia (male), Aldo Deandrea (male), Daisuke Harada (male), Yasuhiro Okada (male)",2010,Journal of High Energy Physics,2010,11,
125685,1008.2192,Kenneth Mighell,Kenneth John Mighell,"CRBLASTER: A Parallel-Processing Computational Framework for
  Embarrassingly-Parallel Image-Analysis Algorithms","8 pages, 2 figures, 1 table, accepted for publication in PASP",,10.1086/656566,,astro-ph.IM,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Thu, 12 Aug 2010 19:23:06 GMT'}]",2015-05-19,"[['Mighell', 'Kenneth John', '']]",,,,,,,,,Astronomy and Astrophysics,Kenneth John Mighell,CRBLASTER: A Parallel-Processing Computational Framework for Embarrassingly Parallel Image-Analysis Algorithms,Unknown,Unknown,Kenneth John Mighell (male),2010,Publications of the Astronomical Society of the Pacific,122,896,1236-1245
14478,709.0817,Pierbiagio Pieri,"A. Perali, P. Pieri, G.C. Strinati","Competition between final-state and pairing-gap effects in the
  radio-frequency spectra of ultracold Fermi atoms","4 pages, 3 figures, final version published in Phys. Rev. Lett","Phys. Rev. Lett. 100, 010402 (2008)",10.1103/PhysRevLett.100.010402,,cond-mat.supr-con cond-mat.other,,"[{'version': 'v1', 'created': 'Thu, 6 Sep 2007 10:08:42 GMT'}, {'version': 'v2', 'created': 'Tue, 8 Jan 2008 10:38:22 GMT'}]",2008-01-08,"[['Perali', 'A.', ''], ['Pieri', 'P.', ''], ['Strinati', 'G. C.', '']]",,,,,,,,,Condensed Matter Physics,"A. Perali, P. Pieri, G. C. Strinati",Competition between Final-State and Pairing-Gap Effects in the Radio-Frequency Spectra of Ultracold Fermi Atoms,Unknown,Unknown,"A. Perali (None), P. Pieri (male), G. C. Strinati (male)",2008,Physical Review Letters,100,1,
118125,1006.1314,Andrea Markelz,"Yunfen He, Jing-Yin Chen, Joseph R. Knab, Wenjun Zheng, Andrea G.
  Markelz",Evidence Of Protein Collective Motions On The Picosecond Time Scale,,,10.1016/j.bpj.2010.12.3731,,q-bio.BM physics.chem-ph,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,"[{'version': 'v1', 'created': 'Mon, 7 Jun 2010 18:08:02 GMT'}]",2015-05-19,"[['He', 'Yunfen', ''], ['Chen', 'Jing-Yin', ''], ['Knab', 'Joseph R.', ''], ['Zheng', 'Wenjun', ''], ['Markelz', 'Andrea G.', '']]",,,,,,,,,Mathematics and Computer Science,"Yunfen He, J.-Y. Chen, J.R. Knab, Wenjun Zheng, A.G. Markelz",Evidence of Protein Collective Motions on the Picosecond Timescale,Unknown,Unknown,"Yunfen He (female), J.-Y. Chen (None), J.R. Knab (None), Wenjun Zheng (male), A.G. Markelz (None)",2011,Biophysical Journal,100,4,1058-1065
